Last Activity;Account Name;Last Modified Date;Parent Account
;178 - CACEM_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;740 - SAO MARTINHO DO BISPO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;360 - GUARDA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;108 - CAIXA ARMAMAR - TABUACO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;840 - VALPACOS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;756 - SEIA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;133 - BAIXA DA BANHEIRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;239 - CELAS - COIMBRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;692 - RIO DE MOURO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;618 - PINHEL_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;745 - SAO SEBASTIAO - SETUBAL_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;275 - CRUZ DE PAU_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;741 - SAO PEDRO DO SUL_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;407 - LOUROSA/FIAES_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;379 - EXPO NORTE - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;351 - GONDOMAR_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;837 - VALONGO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;736 - SAO DOMINGOS DE BENFICA - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;584 - PAREDE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;397 - LINDA-A-VELHA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;734 - SAO JOAO DO ESTORIL_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;392 - LECA DA PALMEIRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;396 - CALHARIZ - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;429 - MAIA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;150 - BELEM - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;137 - AVENIDA DA LIBERDADE - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;284 - ERMESINDE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;283 - DAMIAO DE GOIS - PORTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;44 - ALGES_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;214 - CARVALHIDO - PORTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;640 - PONTINHA - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;447 - MATOSINHOS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;225 - CASTELO DE PAIVA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;787 - SOARES DOS REIS - PORTO;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;197 - CAMPO GRANDE - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;103 - AREOSA - PORTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;698 - RESTAURADORES - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;206 - CARLOS ALBERTO - PORTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;100 - ANJOS - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;703 - SACAVEM_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;209 - CARNAXIDE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;224 - CASTELO DA MAIA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;761 - SAO JOSE - VISEU_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;725 - SANTO OVIDIO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;5 - AGUAS SANTAS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;355 - GRAÇA - LISBOA_CGD;04-09-2025;CGD - Caixa Geral de Depósitos, S.A.
;81 - ALVALADE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;204 - CANTANHEDE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;651- CENTRAL DO PORTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;448 - MAXIMINOS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;87 - AMARANTE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;735 - SAO JOAO DA MADEIRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;309 - FELGUEIRAS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;695 - RIO TINTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;2004 - AVENIDA AVEIRO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;249 - CHAVES_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;438 - MARCO DE CANAVESES_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;888 - VILA NOVA DE GAIA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;174 - BRAGANCA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;906 - CAIXA VILA REAL_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;300 - FAFE_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;18 - ALBUFEIRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;325 - FONTE NOVA - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;202 - AMOREIRAS - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;557 - OLIVAIS - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;882 - VILA NOVA DE FAMALICAO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;549 - OEIRAS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;900 - VILA POUCA DE AGUIAR_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;413 - LUMIAR - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;83 - ALVERCA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;930 - VISEU_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;321 - FIGUEIRA DA FOZ_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;185 - CALHABE - COIMBRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;63 - ALMIRANTE REIS – LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;285 - ESPINHO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;303 - FARO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;697 - CENTRAL DA RUA DO OURO - LISBOA_CGD;06-04-2026;CGD - Caixa Geral de Depósitos, S.A.
;457 - MEM MARTINS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;545 - ODIVELAS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;CGD_VIZELA;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;585 - PAREDES_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;127 - CAIXA AVENIDA DA REPUBLICA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;402 - LOURES_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;666 - POVOA DE VARZIM_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;141 - BARREIRO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;85 - CENTRAL DA AMADORA_CGD;15-12-2025;CGD - Caixa Geral de Depósitos, S.A.
;386 - LARANJEIRO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;160 - BOAVISTA - PORTO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;54 - CENTRAL DE ALMADA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;255 - CENTRAL DE COIMBRA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;159 - BENFICA - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;648 - PORTIMAO_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;171 - CENTRAL DE BRAGA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;336 - FUNCHAL_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;6 - AGUEDA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;1 - CENTRAL SEDE – LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;216 - CASCAIS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;809 - TELHEIRAS - LISBOA_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;822 - TORRES VEDRAS_CGD;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
15-05-2019;Caixa Leasing e Factoring, SA;06-09-2024;CGD - Caixa Geral de Depósitos, S.A.
;Diebold Wincor - ÖBB;09-01-2024;Wincor Nixdorf International GmbH
;Vodafone - JCA Barcelos;19-03-2026;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Caldas da Rainha A.J. Soluções - AG;19-01-2026;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - Cepcom Abrantes;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - Cepcom Portalegre;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - J.G. Phone - Alenquer;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Bragança - J.G. Phones;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - Mobile World Ponte de Lima;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodadone - ( antiga UNIFAX) People´s phone - Sta Maria da Feira;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Cascais Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - NR data Torres Novas;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - La Vie Caldas da Rainha Peoples Phone;17-04-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone - Santa Maria da Feira - Peoples phone;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - LISBOA COLOMBO BUSINESS;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Fafe E'Leclerc (Cepcom);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Arouca (Redemóvel);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Carvalhais C.C. (JCA);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - CC Modelo Ribeira Grande (Globaleda);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Parque Expo;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Marco de Canaveses - Cepcom;19-11-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Maia CC Maiashopping;18-11-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Forum Sintra;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Beja;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Covilhã Lenitec - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vodafone HQ;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vivaci C. Rainha People`s Phone - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Viseu Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Viseu Palácio do Gelo J.G.Phones -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vila Real CC Nosso Shopping Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vila Real (Cepcom) - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vila Nova Gaia Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - VILA NOVA DE GAIA ARRABIDA SHOPPING;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vila Franca de Xira Cesário Roque -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Viana do Castelo;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Via Catarina - Agente (JCA);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vasco da Gama - Lisboa;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Valongo JCA-Continente - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Valongo JCA E.Leclerc AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Vale de Cambra  (Peoples Phone);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Digitrend - Vila Real de Santo Antonio;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - V. Franca Campo - B. Góis - Globaleda  AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Trofa - JCA - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Torres Vedras Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Torres Vedras CC Arena Shopping Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - NR DATA C.C. Torreshopping;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - NR DATA Sede - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Tomar J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Tavira Gran Plaza;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Suil Park Peoples Phone - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Sta Maria da Feira Pingo Doce;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Spacio Shopping Mobile World -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Sines - Digitrend;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Setúbal C.C Alegro (Cepcom);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Setúbal;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Seixal  Rio Sul Shopping Mobile World - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Seia - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Santarem Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Santarém Continente (Mobile World);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Santa Maria Feira (Unifax);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Samora Correia Cesário Roque -  AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Salvaterra de Magos II -Cesário Roque -  AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Sá da Bandeira - Porto;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Sá Carneiro Teldeste- AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - S. João da Madeira - REDEMÓVEL - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Rossio - Lisboa;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Roma II - Lisboa;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Rio Maior Lenitec - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Regua Cepcom -  AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Quarteira Brásfone II - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Praia da Vitória Susiarte -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Póvoa de Varzim JCA;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Póvoa de Varzim - Mobile World - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto Ranha Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto Mós Lenitec - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto Dolce Vita;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto Boavista Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto Antas Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto Aeroporto Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto  Shopping (Peoples Phone);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto - Rua de Ceuta - Cepcom;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto - Campus S.João - Cepcom;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Porto - Alegria;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Portimão C.C. Aqua Portimão;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Portimão;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Portalegre - Gelsom -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Ponta Delgada Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Pombal Cepcom - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Pinhel J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Peoples Phone -Maia Vivaci (Mira Maia);28-05-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Peoples Phone AG Gaia Jardim;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - People Phone - MarShopping;09-12-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Penafiel (People's Phone);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Ponta Delgada - Parque Atlantico - Globaleda AG;16-01-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Paredes  JCA _ AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Paços de Ferreira JCA - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - OVAR REDEMÓVEL - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Ovar J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Ourém Rua JLA - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Ourém;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Oliveira do Hospital Gouveiatel - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Oliveira Azemeis REDEMÓVEL - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Olhão;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Oeiras Parque;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Odivelas Parque  Mobile World - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Nazaré II Lenitec - AG;19-08-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Modelo de Portimão Mobile World - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Mobile World Fórum Aveiro;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Mobile World CC Leiria Shopping;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Mirandela J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Matosinhos Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Matosinhos Norte Shopping Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Matosinhos Continente Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - MarShoping;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Marinha Grande J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Marinha Grande (Lenitec);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Mar Shopping Algarve Loulé;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Maia Auchan;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Maia;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Mafra J.G.Phones -  -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Madeira-Dolce vita Funchal;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Madeira Shopping Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Madeira Forum Madeira Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Madeira Chafariz Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Madalena (Pico) Globaleda - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Machico Peoples Phone - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Macedo de Cavaleiros Tema Comum - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Luis de Camões - Madeira;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lousada JCA - E.Leclerc - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lousã JML- AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lourinhã AJ Soluções - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Loures Shopping (Mobile World);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Loulé Brásfone II - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - LISBOA COLOMBO RETAIL;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lisboa Campo Pequeno (Peoples Phone);08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lisboa Benfica Technical Assistance;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lisboa Av. Igreja Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lisboa Aeroporto Partidas Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Leiria Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Leiria Lenitec  - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lamego Area Celular E.Leclerc - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Lagos Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Intermarché Ourém JLA - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Intermarché Cartaxo - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Intermarché Alcanena  A.J.Soluções  - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Águeda Cepcom - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Ilhavo J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Horta (Faial) Globaleda - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - HELPDESK VODAFONE LISBOA;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Guimarães Shopping - Mobile World;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Guimarães Shopping;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Guimaraes Retail;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Guimarães - Lordelo Cepcom -AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Guarda II J.G.Phones - AG;08-03-2024;Vodafone Portugal - Comunicações Pessoais, S.A.
;Vodafone Portugal - Gondomar - Peoples Phone;30-06-2025;Vodafone Portugal - Comunicações Pessoais, S.A.
